english,translate
Carrion Reinforced Scale Legs of the Centaur,Укреплённые чешуйчатые поножи кентавра Падальщика
Carrion Reinforced Scale Legs of the Grove,Укреплённые чешуйчатые поножи Рощи Падальщика
Carrion Reinforced Scale Pauldrons,Укреплённые чешуйчатые наплечники Падальщика
Carrion Reinforced Scale Pauldrons of Divinity,Укреплённые чешуйчатые наплечники божественности Падальщика
Carrion Reinforced Scale Pauldrons of Grenth,Укреплённые чешуйчатые наплечники Гренса Падальщика
Carrion Reinforced Scale Pauldrons of Hoelbrak,Укреплённые чешуйчатые наплечники Хоэльбрака Падальщика
Carrion Reinforced Scale Pauldrons of the Citadel,Укреплённые чешуйчатые наплечники Цитадели Падальщика
Carrion Reinforced Scale Pauldrons of the Pack,Укреплённые чешуйчатые наплечники стаи Падальщика
Carrion Ring,Кольцо Падальщика
Carrion Rogue Coat of Dwayna,Куртка разбойника Двайны Падальщика
Carrion Rogue Coat of Grenth,Куртка разбойника Гренса Падальщика
Carrion Rogue Coat of Rage,Куртка разбойника ярости Падальщика
Carrion Rogue Coat of the Dolyak,Куртка разбойника дольяка Падальщика
Carrion Rogue Gloves of Lyssa,Перчатки разбойника Лиссы Падальщика
Carrion Rogue Gloves of the Eagle,Перчатки разбойника орла Падальщика
Carrion Rogue Gloves of the Flame Legion,Перчатки разбойника Flame Legion Падальщика
Carrion Rogue Gloves of the Lich,Перчатки разбойника лича Падальщика
Carrion Rogue Pants of Rata Sum,Штаны разбойника Рата-Сум Падальщика
Carrion Rogue Pants of the Flock,Штаны разбойника стаи Падальщика
Carrion Rogue Pants of the Traveler,Штаны разбойника путешественника Падальщика
Carrion Rogue Pauldrons of Dwayna,Наплечники разбойника Двайны Падальщика
Carrion Rogue Pauldrons of Strength,Наплечники разбойника силы Падальщика
Carrion Rogue Pauldrons of the Afflicted,Наплечники разбойника страждущих Падальщика
Carrion Rogue Pauldrons of the Grove,Наплечники разбойника Рощи Падальщика
Carrion Savant Boots,Сапоги учёного Падальщика
Carrion Savant Coat,Куртка учёного Падальщика
Carrion Savant Epaulets,Эполеты учёного Падальщика
Carrion Savant Gloves,Перчатки учёного Падальщика
Carrion Savant Helm,Шлем учёного Падальщика
Carrion Savant Leggings,Поножи учёного Падальщика
Carrion Scallywag Chest of Rage,Нагрудник проходимца ярости Падальщика
Carrion Scallywag Chest of Strength,Нагрудник проходимца силы Падальщика
Carrion Scallywag Chest of the Afflicted,Нагрудник проходимца страждущих Падальщика
Carrion Scallywag Gauntlets of the Afflicted,Латные перчатки проходимца страждущих Падальщика
Carrion Scallywag Gauntlets of the Citadel,Латные перчатки проходимца Цитадели Падальщика
Carrion Scallywag Gauntlets of the Dolyak,Латные перчатки проходимца дольяка Падальщика
Carrion Scallywag Greaves of Dwayna,Наголенники проходимца Двайны Падальщика
Carrion Scallywag Greaves of Lyssa,Наголенники проходимца Лиссы Падальщика
Carrion Scallywag Helm of Vampirism,Шлем проходимца вампиризма Падальщика
Carrion Scallywag Helm of the Centaur,Шлем проходимца кентавра Падальщика
Carrion Scallywag Helm of the Dolyak,Шлем проходимца дольяка Падальщика
Carrion Scallywag Legs of the Afflicted,Поножи проходимца страждущих Падальщика
Carrion Scallywag Legs of the Eagle,Поножи проходимца орла Падальщика
Carrion Scallywag Legs of the Pack,Поножи проходимца стаи Падальщика
Carrion Scallywag Pauldrons of the Citadel,Наплечники проходимца Цитадели Падальщика
Carrion Scallywag Pauldrons of the Eagle,Наплечники проходимца орла Падальщика
Carrion Scallywag Pauldrons of the Grove,Наплечники проходимца Рощи Падальщика
Carrion Seer Boots of Balthazar,Сапоги провидца Бальтазара Падальщика
Carrion Seer Boots of Dwayna,Сапоги провидца Двайны Падальщика
Carrion Seer Boots of Infiltration,Сапоги провидца проникновения Падальщика
Carrion Seer Coat of Rage,Куртка провидца ярости Падальщика
Carrion Seer Coat of the Afflicted,Куртка провидца страждущих Падальщика
Carrion Seer Coat of the Centaur,Куртка провидца кентавра Падальщика
Carrion Seer Gloves of Dwayna,Перчатки провидца Двайны Падальщика
Carrion Seer Gloves of the Citadel,Перчатки провидца Цитадели Падальщика
Carrion Seer Gloves of the Eagle,Перчатки провидца орла Падальщика
Carrion Seer Mantle of Divinity,Накидка провидца божественности Падальщика
Carrion Seer Mantle of Grenth,Накидка провидца Гренса Падальщика
Carrion Seer Mantle of the Dolyak,Накидка провидца дольяка Падальщика
Carrion Seer Mask of Dwayna,Маска провидца Двайны Падальщика
Carrion Seer Mask of the Grove,Маска провидца Рощи Падальщика
Carrion Seer Mask of the Traveler,Маска провидца путешественника Падальщика
Carrion Seer Pants of Divinity,Штаны провидца божественности Падальщика
Carrion Seer Pants of Grenth,Штаны провидца Гренса Падальщика
Carrion Seer Pants of the Centaur,Штаны провидца кентавра Падальщика
Carrion Silk Insignia,Шёлковая инсигния Падальщика
Carrion Sneakthief Coat of Hoelbrak,Куртка скрытного вора Хоэльбрака Падальщика
Carrion Sneakthief Coat of Mercy,Куртка скрытного вора милосердия Падальщика
Carrion Sneakthief Coat of the Dolyak,Куртка скрытного вора дольяка Падальщика
Carrion Sneakthief Gloves of Hoelbrak,Перчатки скрытного вора Хоэльбрака Падальщика
Carrion Sneakthief Gloves of Melandru,Перчатки скрытного вора Меландру Падальщика
Carrion Sneakthief Gloves of the Lich,Перчатки скрытного вора лича Падальщика
Carrion Sneakthief Leggings of Balthazar,Поножи скрытного вора Бальтазара Падальщика
Carrion Sneakthief Leggings of Mercy,Поножи скрытного вора милосердия Падальщика
Carrion Sneakthief Leggings of the Centaur,Поножи скрытного вора кентавра Падальщика
Carrion Sneakthief Mask of Balthazar,Маска скрытного вора Бальтазара Падальщика
Carrion Sneakthief Mask of Grenth,Маска скрытного вора Гренса Падальщика
Carrion Sneakthief Mask of the Flame Legion,Маска скрытного вора Flame Legion Падальщика
Carrion Sneakthief Sandals of the Pack,Сандалии скрытного вора стаи Падальщика
Carrion Sneakthief Sandals of the Traveler,Сандалии скрытного вора путешественника Падальщика
Carrion Sneakthief Shoulderguards of the Flame Legion,Наплечники скрытного вора Flame Legion Падальщика
Carrion Sneakthief Shoulderguards of the Flock,Наплечники скрытного вора стаи Падальщика
Carrion Steam Axe,Паровой топор Падальщика
Carrion Steam Axe of Agony,Паровой топор агонии Падальщика
Carrion Steam Axe of Air,Паровой топор воздуха Падальщика
Carrion Steam Axe of Bloodlust,Паровой топор кровожадности Падальщика
Carrion Steam Axe of Earth,Паровой топор земли Падальщика
