english,translate
"Shatter. Gain distortion and destroy all your clones, gaining additional distortion for each one shattered.","Shatter. Получает искажение и уничтожает всех ваших клонов, получая дополнительное искажение за каждого уничтоженного клона."
Shattered Aegis,Разбитый эгид
Shattered Concentration,Разбитая концентрация
Shield Proficiency,Владение щитом
Shield of Courage gains increased radius and duration.,Щит мужества получает увеличенный радиус и длительность.
Shield skills grant protection to nearby allies. Protection on you gains increased damage reduction.,Навыки щита дают защиту ближайшим союзникам. Защита на вас дает увеличенное снижение урона.
Shielding Restoration,Восстановление щита
Shimmering Stances,Мерцающие стойки
Shining Aspects,Сияющие аспекты
Shivers of Dread,Дрожь ужаса
Short Bow Proficiency,Владение коротким луком
Shout. Cure conditions on yourself and nearby allies.,Крик. Снимает состояния с вас и ближайших союзников.
Shrapnel,Шрапнель
Shredding,Разрывание
Shroud Gain,Получение савана
Shroud Knight,Рыцарь савана
Shroud skill 1 grants might.,Навык савана 1 дает могущество.
Shroud skill 1 inflicts burning on your target.,Навык савана 1 накладывает горение на вашу цель.
Shroud skill 1 inflicts vulnerability.,Навык савана 1 накладывает уязвимость.
Shroud skill 2 now additionally converts boons into conditions.,Навык савана 2 теперь дополнительно превращает благословения в состояния.
Shrouded Removal,Снятие саваном
Shrug It Off,Не обращать внимания
Signet Active: Strike and remove boons from nearby foes. Heal for each foe you strike and for each boon removed.,Активный эффект печати: Ударьте и снимите благословения с ближайших врагов. Исцелитесь за каждого пораженного врага и за каждое снятое благословение.
Signet Effectiveness Increased,Эффективность печатей увеличена
Signet Mastery,Мастер печатей
Signet of Ferocity,Печать свирепости
Signet. Immobilize your target.,Печать. Обездвиживает вашу цель.
Signet. You and your pet take no damage from attacks. You and your pet are still susceptible to conditions and control effects.,Печать. Вы и ваш питомец не получаете урона от атак. Вы и ваш питомец по-прежнему уязвимы к состояниям и эффектам контроля.
Signet. Your attacks become unblockable.,Печать. Ваши атаки становятся неблокируемыми.
Signets of Power,Печати силы
Signets of Suffering,Печати страданий
Silent Scope,Бесшумный прицел
Silver Lining,Серебряная подкладка
Singularity,Сингулярность
Singularity Delay Reduction,Сокращение задержки сингулярности
Sinister Shroud,Зловещий саван
Siphon health after using your healing skill.,Вытягивает здоровье после использования вашего навыка лечения.
Siphon health when you hit.,Вытягивает здоровье при попадании.
Siphon health whenever you hit a foe. Minions siphon health and transfer it to you.,Вытягивает здоровье при каждом попадании по врагу. Миньоны вытягивают здоровье и передают его вам.
Siphoned Power,Вытянутая сила
Skills to Charge Familiar,Навыки для зарядки фамильяра
Sleight of Hand,Ловкость рук
Smash Brawler,Боец-крушитель
Smiter's Boon,Благословение карателя
Smothering Auras,Удушающие ауры
Soaring Devastation,Парящее опустошение
Solar Focusing Lens,Солнечная фокусирующая линза
Soldier's Comfort,Комфорт солдата
Soldier's Focus grants boons to affected allies and removes conditions from them. Refresh Soldier's Focus when you swap weapons.,Фокус солдата накладывает благословения на затронутых союзников и снимает с них состояния. Обновляет Фокус солдата при смене оружия.
Soldier's Focus heals affected allies and grants them protection.,Фокус солдата лечит затронутых союзников и дает им защиту.
Song of Arboreum,Песнь Арбореума
Song of the Mists,Песнь Туманов
Soothing Detonation,Успокаивающая детонация
Soothing Disruption,Успокаивающее нарушение
Soothing Ice,Успокаивающий лед
Soothing Power,Успокаивающая сила
Soul Barbs,Шипы души
Soul Battery,Батарея души
Soul Comprehension,Постижение души
Soul Eater,Пожиратель душ
Soul Marks,Метки души
Soul Twisting,Искажение души
Soulbeast Attribute Increase,Увеличение атрибутов зверодуха
Soulbeast Damage Increase,Увеличение урона зверодуха
Soulbeast Ferocity Increase,Увеличение свирепости зверодуха
Spawning Power,Сила призыва
Specialized Elements,Специализированные элементы
Spectacular Sphere,Эффектная сфера
Speed of Sand,Скорость песков
Speed of Shadows,Скорость теней
Speed of Synergy,Скорость синергии
Spellbreaker's Conviction,Убеждение заклинательницы
Sphere Cooldown Increase,Увеличение времени перезарядки сферы
Sphere Specialist,Специалист по сферам
Spider and Devourer Additional Expertise,Дополнительная экспертиза паука и пожирателя
Spider pet's Spit and devourer pet's Twin Darts additionally inflict torment. You and your pet gain expertise; spiders and devourers gain more.,Плевок питомца-паука и двойные дротики питомца-пожирателя дополнительно накладывают мучение. Вы и ваш питомец получаете экспертизу; пауки и пожиратели получают больше.
Spirit Boon,Благословение духа
Spirit's Gift,Дар духа
Spirit's Strength,Сила духа
Spirit's Succor,Помощь духа
Spirited Arrival,Духовное прибытие
Spirits teleport to you before they perform their autoattack.,Духи телепортируются к вам перед выполнением своей автоатаки.
Spirits' Remedy,Средство духов
Spiritual Reckoning,Духовное возмездие
Spiteful Fortitude,Мстительная стойкость
Spiteful Talisman,Мстительный талисман
Stack Threshold,Порог накопления
Stacks of might gained increased per level.,"Количество зарядов могущества, получаемых за уровень, увеличено."
Staff Proficiency,Владение посохом
Stainless Steel,Нержавеющая сталь
Stalwart Defender,Верный защитник
Stalwart Focus,Верная концентрация
Stalwart Speed,Верная скорость
Stalwart Strength,Верная сила
"Stance. Enter an earthen state, gaining barrier periodically over the course of the stance.","Стойка. Вы входите в состояние единения с землей, периодически получая барьер во время действия стойки."
Stance. Take no damage from attacks. You are still susceptible to conditions and control effects.,Стойка. Вы не получаете урона от атак. Вы по-прежнему уязвимы к состояниям и эффектам контроля.
Steadfast Courage,Непоколебимая отвага
Steadfast Rejuvenation,Непоколебимое омоложение
Steal boons from enemies you strike with <c=@abilitytype>stealth attacks</c>. Striking a boonless foe with a stealth attack inflicts fear on nearby foes.,"Крадет благословения у врагов, которых вы поражаете <c=@abilitytype>атаками из невидимости</c>. Поражение врага без благословений атакой из невидимости накладывает страх на ближайших противников."
Steal health and gain shadow force when you torment a foe.,"Крадет здоровье и дает силу тени, когда вы накладываете мучение на врага."
"Steal health from enemies when you or your pet disable them.
<c=@reminder>Disables include stun, daze, knockback, pull, knockdown, sink, float, launch, taunt, and fear.</c>","Крадет здоровье у врагов, когда вы или ваш питомец накладываете на них эффекты контроля.
<c=@reminder>Эффекты контроля включают оглушение, ошеломление, отбрасывание, притягивание, сбивание с ног, погружение, всплытие, подбрасывание, провокацию и страх.</c>"
"Steal is replaced with Deadeye's Mark, which unlocks new Stolen skills and malice generation. Stealth attacks consume malice for bonus effects. Gain access to rifles and cantrips.","Кража заменяется на Метку меткого стрелка, которая открывает новые украденные навыки и генерацию злобы. Атаки из невидимости расходуют злобу для получения бонусных эффектов. Открывает доступ к винтовкам и уловкам."
"Steal is replaced with Skritt Swipe, allowing you to pilfer from enemies. Successfully pilfering grants one offensive and one defensive artifact. Only one artifact may be used each time you pilfer, and pilfering overrides any artifacts you already have.","Кража заменяется на Удар скритта, позволяющий обворовывать врагов. Успешная кража дает один атакующий и один защитный артефакт. Каждый раз можно использовать только один артефакт, а новая кража заменяет уже имеющиеся."
Steal.,Кража.
Stealing also applies bleeding. Bleeding you inflict deals more damage.,Кража также накладывает кровотечение. Накладываемое вами кровотечение наносит больше урона.
Stealing also dazes the target. Reduces the recharge of Steal.,Кража также ошеломляет цель. Сокращает время перезарядки Кражи.
Stealing gives you initiative.,Кража дает вам инициативу.
Stealing grants you and all nearby allies vigor. You rip boons from your target and grant them to nearby allies. Grant additional boons to allies if your target has no boons.,"Кража дает вам и всем ближайшим союзникам бодрость. Вы срываете благословения с цели и передаете их ближайшим союзникам. Дает дополнительные благословения союзникам, если у цели нет благословений."
Stealing inflicts blindness. <c=@abilitytype>Stealth Attacks</c> inflict weakness. <c=@reminder>Cannot affect the same target more than once per interval.</c>,Кража накладывает слепоту. <c=@abilitytype>Атаки из невидимости</c> накладывают слабость. <c=@reminder>Не может воздействовать на одну и ту же цель чаще одного раза за интервал.</c>
"Stealing inflicts poison. While in the downed state, your attacks apply poison.",Кража накладывает яд. В состоянии сбитого с ног ваши атаки накладывают яд.
Stealth Attack Barrier,Барьер от атаки из невидимости
Stealth Barrier,Барьер невидимости
Steel-Packed Powder,Стальной порох
Stoic Demeanor,Стоическое поведение
Stolen Skill Uses,Использование украденных навыков
Stone Flesh,Каменная плоть
Stoneform,Каменная форма
"Stop, Drop, and Roll","Остановись, упади и перекатись"
Stormsoul,Душа шторма
Streamlined Kits,Улучшенные наборы
Strength of Shadows,Сила теней
Strength of Stone,Сила камня
Strength of the Fallen,Сила павших
Strengthening Stanzas,Укрепляющие стансы
Stretched Time,Растянутое время
Strider's Strength,Сила странника
Strike Damage Increase,Увеличение урона от ударов
Strike and condition damage dealt to you is reduced for each point of motivation you have.,Урон от ударов и состояний по вам снижается за каждый пункт мотивации.
Strike around you when entering shroud.,Наносите удар вокруг себя при входе в саван.
Strike damage dealt increases when above health threshold.,"Урон от ударов увеличивается, если здоровье выше порогового значения."
Strike damage dealt is increased after activating a virtue.,Урон от ударов увеличивается после активации добродетели.
Strike damage dealt is increased when your endurance is not full.,"Урон от ударов увеличивается, если ваша выносливость не полна."
Strike damage dealt is increased while you have aegis. Strike damage dealt is increased while you are above the health threshold.,"Урон от ударов увеличивается, пока на вас действует эгида. Урон от ударов увеличивается, пока ваше здоровье выше порогового значения."
Strike damage dealt is increased while you have resolution.,"Урон от ударов увеличивается, пока на вас действует решимость."
Strike damage dealt is increased while you have vigor.,"Урон от ударов увеличивается, пока на вас действует бодрость."
"Strike damage dealt to your marked target is increased, and strike damage taken from your marked target is reduced.","Урон от ударов по вашей отмеченной цели увеличивается, а получаемый от нее урон от ударов снижается."
Strike damage from nearby foes is reduced. Earth weapon skills gain reduced recharge.,Урон от ударов от близлежащих врагов снижается. Время перезарядки навыков земного оружия сокращается.
Strike damage is increased against foes within the range threshold.,Урон от ударов увеличивается по врагам в пределах пороговой дистанции.
Strike damage is increased when you have swiftness or superspeed. Swiftness is more effective.,"Урон от ударов увеличивается, если на вас действует стремительность или суперскорость. Стремительность эффективнее."
Strike damage taken is reduced by a percentage while you have resolution.,"Получаемый урон от ударов снижается на процент, пока на вас действует решимость."
Strike damage taken is reduced for each point of upkeep currently in use. Shield skills remove conditions.,Получаемый урон от ударов снижается за каждый пункт используемого поддержания. Навыки щита снимают состояния.
Strike damage taken is reduced while attuned to earth.,Получаемый урон от ударов снижается при настройке на землю.
