english,translate
Aristocrat's Shoes,Туфли аристократа
Artisan Zharra's Cape,Плащ мастера Жарры
Artisan Zharra's Hood,Капюшон мастера Жарры
Ash Dominion Pistol,Пистолет Доминиона Пепла
Ash Legion Combat Blade,Боевой клинок Пепельного легиона
Ash Legion Flamesaw,Огнепила Пепельного легиона
Ash Legion Longshot,Дальнобой Пепельного легиона
Ash Legion Pistol,Пистолет Пепельного легиона
Ash Legion Staff,Посох Пепельного легиона
Aspect Master's Greatsword,Большой меч мастера аспектов
Assassin's Boots,Сапоги Ассасина
Assassin's Coat,Куртка Ассасина
Assassin's Gloves,Перчатки Ассасина
Assassin's Leggings,Поножи Ассасина
Assassin's Mask,Маска Ассасина
Assassin's Shoulderpads,Наплечники Ассасина
Astral Apparatus,Астральный аппарат
Astral Avenger,Астральный мститель
Astral Beacon,Астральный маяк
Astral Cannon,Астральная пушка
Astral Cleaver,Астральный тесак
Astral Disk,Астральный диск
Astral Harbinger,Астральный предвестник
Astral Khopesh,Астральный хопеш
Astral Knobkerrie,Астральная палица
Astral Longbow,Астральный длинный лук
Astral Orrery,Астральный планетарий
Astral Razor,Астральная бритва
Astral Revolver,Астральный револьвер
Astral Scepter,Астральный скипетр
Astral Short Bow,Астральный короткий лук
Astral Spire,Астральный шпиль
Aureate Axe,Золочёный топор
Aureate Highlander Greatsword,Золочёный горский двуручный меч
Aureate Longbow,Золочёный длинный лук
Aureate Mace,Золочёная булава
Aureate Musket,Золочёный мушкет
Aureate Partisan,Золочёный протазан
Aureate Pistol,Золочёный пистолет
Aureate Rinblade,Золочёный ринклинок
Aureate Sconce,Золочёный светоч
Aureate Short Bow,Золочёный короткий лук
Aureate Spear,Золочёное копьё
Aureate Speargun,Золочёное гарпунное ружьё
Aureate Targe,Золочёный тарч
Aureate Trident,Золочёный трезубец
Aureate Virge,Золочёный жезл
Aureate Warhammer,Золочёный боевой молот
Aureate Warhorn,Золочёный боевой рог
Aurene's Crystalline Claws,Кристаллические когти Аурены
Aurene's Crystalline Diadem,Кристаллическая диадема Аурены
Aurene's Crystalline Pauldrons,Кристаллические наплечники Аурены
Auric Axe,Аурический топор
Auric Dagger,Аурический кинжал
Auric Focus,Аурический фокус
Auric Greatsword,Аурический двуручный меч
Auric Hammer,Аурический молот
Auric Longbow,Аурический длинный лук
Auric Mace,Аурическая булава
Auric Pistol,Аурический пистолет
Auric Rifle,Аурическое ружьё
Auric Scepter,Аурический скипетр
Auric Shield,Аурический щит
Auric Short Bow,Аурический короткий лук
Auric Staff,Аурический посох
Auric Sword,Аурический меч
Auric Torch,Аурический факел
Auric Warhorn,Аурический боевой рог
Aurous Wand,Золотистый жезл
Austral Mantle,Южная мантия
Auxiliary Powered Boots,Механизированные сапоги
Auxiliary Powered Coat,Механизированная куртка
Auxiliary Powered Epaulets,Механизированные эполеты
Auxiliary Powered Gloves,Механизированные перчатки
Auxiliary Powered Helm,Механизированный шлем
Auxiliary Powered Leggings,Механизированные поножи
Available as a part of select appearance packs in the Black Lion Trading Company Gem Store.,Доступно в составе избранных наборов внешности в магазине самоцветов Торговой компании «Чёрный лев».
Avenger's Armor,Доспех мстителя
Avenger's Chausses,Шоссы мстителя
Avenger's Footgear,Обувь мстителя
Avenger's Gauntlets,Латные перчатки мстителя
Avenger's Helm,Шлем мстителя
Avenger's Shoulderplates,Наплечные пластины мстителя
Avian Aspect Helm,Шлем аспекта птиц
Axe of the Unseen,Топор незримого
Azure Dragon Slayer Axe,Лазурный топор убийцы драконов
Azure Dragon Slayer Dagger,Лазурный кинжал убийцы драконов
Azure Dragon Slayer Focus,Лазурный фокус убийцы драконов
Azure Dragon Slayer Greatsword,Лазурный двуручный меч убийцы драконов
Azure Dragon Slayer Hammer,Лазурный молот убийцы драконов
Azure Dragon Slayer Longbow,Лазурный длинный лук убийцы драконов
Azure Dragon Slayer Mace,Лазурная булава убийцы драконов
Azure Dragon Slayer Pistol,Лазурный пистолет убийцы драконов
Azure Dragon Slayer Rifle,Лазурное ружьё убийцы драконов
Azure Dragon Slayer Scepter,Лазурный скипетр убийцы драконов
Azure Dragon Slayer Shield,Лазурный щит убийцы драконов
Azure Dragon Slayer Short Bow,Лазурный короткий лук убийцы драконов
Azure Dragon Slayer Staff,Лазурный посох убийцы драконов
Azure Dragon Slayer Sword,Лазурный меч убийцы драконов
Azure Dragon Slayer Torch,Лазурный факел убийцы драконов
Azure Dragon Slayer Warhorn,Лазурный боевой рог убийцы драконов
Baggy Cargo Pants,Мешковатые карго-штаны
Baleful Dragon Pistol,Зловещий драконий пистолет
Balthazar's Axe,Топор Бальтазара
Balthazar's Dagger,Кинжал Бальтазара
Balthazar's Focus,Фокус Бальтазара
Balthazar's Greatsword,Двуручный меч Бальтазара
Balthazar's Hammer,Молот Бальтазара
Balthazar's Longbow,Длинный лук Бальтазара
Balthazar's Mace,Булава Бальтазара
Balthazar's Pistol,Пистолет Бальтазара
Balthazar's Rifle,Ружьё Бальтазара
Balthazar's Scepter,Скипетр Бальтазара
Balthazar's Shield,Щит Бальтазара
Balthazar's Short Bow,Короткий лук Бальтазара
Balthazar's Staff,Посох Бальтазара
Balthazar's Sword,Меч Бальтазара
Balthazar's Torch,Факел Бальтазара
Balthazar's Warhorn,Боевой рог Бальтазара
Bamboo Fishing Rod,Бамбуковая удочка
Banner of the Ash Legion,Знамя Пепельного легиона
Banner of the Blood Legion,Знамя Кровавого легиона
Banner of the Dauntless Commander,Знамя Бесстрашного Командира
Banner of the Flame Legion,Знамя Легиона Пламени
Banner of the Iron Legion,Знамя Железного легиона
Banner of the Steel Warband,Знамя отряда Стали
Banners of Ancient Elona,Знамена Древней Элоны
Banners of the Sunspear Order,Знамена Ордена Копьеносцев Солнца
Basic Harvesting Sickle,Базовый серп сбора
Basic Logging Axe,Базовый топор лесоруба
Basic Mining Pick,Базовая кирка горняка
Bat Wings Headpiece,Головной убор из крыльев летучей мыши
Battlelord's Cape,Плащ полководца
Battlelord's Hood Helm,Шлем с капюшоном полководца
Beach Bracelet,Пляжный браслет
Beach Hat,Пляжная шляпа
Beach Sandals,Пляжные сандалии
Beaded Bastion,Бисерный бастион
Beaded Caller,Бисерный призыватель
Beaded Claymore,Бисерный клеймор
Beaded Crusher,Бисерный крушитель
Beaded Firearm,Бисерный пистоль
Beaded Greataxe,Бисерная секира
Beaded Harpoon Shooter,Бисерный гарпуномёт
Beaded Icon,Бисерная икона
Beaded Lacerator,Бисерный терзатель
Beaded Lancea,Бисерная ланцея
Beaded Morning Star,Бисерный моргенштерн
Beaded Needler,Бисерный игольник
Beaded Shooter,Бисерное ружьё
Beaded Spear,Бисерное копьё
Beaded Spike,Бисерный шип
Beaded Stinger,Бисерное жало
Beaded Torch,Бисерный факел
Beaded Trident,Бисерный трезубец
Beaded Wand,Бисерный жезл
Beaded Warstaff,Бисерный боевой посох
Bearkin War Helm,Боевой шлем Медвежьего рода
Beastslayer Axe,Топор зверобоя
Beastslayer Dagger,Кинжал зверобоя
Beastslayer Focus,Фокус зверобоя
Beastslayer Greatsword,Двуручный меч зверобоя
Beastslayer Hammer,Молот зверобоя
Beastslayer Longbow,Длинный лук зверобоя
Beastslayer Mace,Булава зверобоя
Beastslayer Pistol,Пистолет зверобоя
Beastslayer Rifle,Ружьё зверобоя
