english,translate
Take this magic to its matching prismatic crystal or throw it to an ally before its corruption consumes you!,"Отнесите эту магию к соответствующему призматическому кристаллу или бросьте её союзнику, пока её порча не поглотила вас!"
Take this one!,Заберите этого!
Take this pill to be teleported to a round of Lunatic Inquisition.,"Примите эту таблетку, чтобы телепортироваться в раунд Безумной Инквизиции."
Take to the skies with a new glider skin!,Взлетите в небо с новым обликом планера!
Take to the skies with the Alchemist Backpack and Glider Combo!,Взлетите в небо с комбо-набором «Рюкзак алхимика и планер»!
Take to the skies with the Citadel Assault Backpack and Glider Combo!,Взлетите в небо с комбо-набором «Рюкзак штурма Цитадели и планер»!
Take to the skies with the Draconic Wings Backpack and Glider Combo!,Взлетите в небо с комбо-набором «Драконьи крылья: рюкзак и планер»!
Take to the skies with the Equinox Wings Backpack and Glider Combo!,Взлетите в небо с комбо-набором «Крылья равноденствия: рюкзак и планер»!
Take to the skies with the Giant Folding Fan Backpack and Glider Combo!,Взлетите в небо с комбо из рюкзака-гигантского складного веера и планера!
Take to the skies with the Giant Shuriken Backpack and Glider Combo!,Взлетите в небо с комбо из рюкзака-гигантского сюрикена и планера!
Take to the skies with the new Desert King backpiece and glider combo.,Взлетите в небо с новым комбо из наплечника «Пустынный король» и планера.
Take to the skies with the Shrine Guardian Backpack and Glider Combo!,Взлетите в небо с комбо из рюкзака хранителя святилища и планера!
Take to the skies with the Skeletal Wings Backpack and Glider Combo!,Взлетите в небо с комбо из рюкзака-скелетных крыльев и планера!
Take to the skies with the Tanglewood Backpack and Glider Combo!,Взлетите в небо с комбо из рюкзака «Тэнглвуд» и планера!
Take to the skies with the Umbral Serpent Backpack and Glider Combo!,Взлетите в небо с комбо из рюкзака «Теневой змей» и планера!
Take to the skies!,Взлетите в небо!
Take Torch,Взять факел
Take Unpurified Aether,Взять неочищенный эфир
Take weapon.,Возьмите оружие.
Take Wrench,Взять гаечный ключ
Take your Primed Raven and a Vision Crystal to the Raven Shaman's Power Source hidden within Darkhoof Heights in Snowden Drifts and use it to meld your Raven with the tamed spirit you have cultivated.,"Возьмите своего Подготовленного ворона и Кристалл видений к Источнику силы шамана воронов, спрятанному в Высотах Темного Копыта в Сноуденских перекатах, и используйте его, чтобы слить вашего ворона с прирученным духом, которого вы взрастили."
Take your Raven Egg to the Raven's Wing Shrine in Dredgehaunt Cliffs to consecrate it for melding with the wild raven spirit.,"Возьмите яйцо ворона к Святилищу Крыла Ворона в Утесах Ужаса Дредж, чтобы освятить его для слияния с диким духом ворона."
Take your Raven Egg to the Ravenbeak Shrine in Lornar's Pass to gain the blessings of Raven.,"Возьмите яйцо ворона к Святилищу Клюва Ворона в Перевале Лорнара, чтобы получить благословение Ворона."
Take your raven to Dredgehaunt Cliffs and traverse the Tribulation Caverns to prime your raven for melding with a tamed spirit.,"Возьмите своего ворона в Утесы Ужаса Дредж и пройдите через Пещеры Испытаний, чтобы подготовить ворона к слиянию с прирученным духом."
Take your time within this place. To reach this one takes double the pace.,"Не торопитесь в этом месте. Чтобы добраться до этого, нужно вдвое больше времени."
Taken from the risen quaggan village in the Drowned Brine of Malchor's Leap.,Взято из восставшей деревни квагганов в Утопленном рассоле Прыжка Малхора.
Taken out back.,Вынесен на задворки.
"Taker of Blood[pl:""Blood""]",Вор крови[|и|ей]
Takes effect immediately upon receipt.,Действует немедленно после получения.
Takes effect on game restart.,Действует после перезапуска игры.
Takes Flight,Взлетает
Takes reduced damage from attacks.,Получает уменьшенный урон от атак.
Taking a Stand at Malchor's Leap,«Занять позицию у Прыжка Мальхора»
Taking and holding objectives will score points over time. Open the scoreboard [lbracket]%str1%[rbracket] to view the current state of World vs. World.,Захват и удержание целей приносит очки с течением времени. Откройте табло [lbracket]%str1%[rbracket] для просмотра текущего состояния Мир против Мира.
Taking Heart by Snargle Goldclaw,«Принимая сердце» — Снаргл Золотой Коготь
Tale[s] of Adventure,Сказани[е|я|й] о приключениях
Tale[s] of Back Home,Сказани[е|я|й] «Бэк Хоум»
Tale[s] of Courage,Сказани[е|я|й] о мужестве
Tale[s] of Dignity,Сказани[е|я|й] о достоинстве
Tale[s] of Judgment,Сказани[е|я|й] о суждении
Tale[s] of Loyalty,Сказани[е|я|й] о верности
Tale[s] of Plenty,Сказани[е|я|й] об изобилии
"Tales are already being told of your exploits throughout our region. Thank you for all of your efforts to help our people in these hard times.—AksimPS: Rehman—the camp cook at Marifa refugee camp—dropped by and told me to tell you that he's keeping Priestess Karima stocked with treats for your raptor, in case you find yourself in her area helping out in the future.","Уже слагают легенды о твоих подвигах по всему нашему краю. Спасибо за все твои усилия, чтобы помочь нашему народу в эти трудные времена.—АксимР.S.: Рехман—лагерный повар в лагере беженцев Марифа—заходил и просил передать, что он снабжает жрицу Кариму лакомствами для твоего раптора, на случай, если ты окажешься в её районе и будешь помогать в будущем."
Talisman[s] of Life,[Талисман|Талисмана|Талисманов] жизни
Talisman[s] of Potency,[Талисман|Талисмана|Талисманов] силы
Talk to a battle historian to learn more.,"Поговорите с военным историком, чтобы узнать больше."
Talk to a Character,Поговорите с персонажем.
Talk to a commander trainer to be allowed to create a squad.,"Поговорите с инструктором по командованию, чтобы получить разрешение на создание отряда."
Talk to a shadowy being through their crystal mirror in Bava Nisos to acquire their blessing.,"Поговорите с таинственным существом через его хрустальное зеркало в Бава Нисос, чтобы получить его благословение."
Talk to Astral Ward Medic Miyrna at Bloodcoast Ward in Lion's Arch or at Mantle's Arrival in Bava Nisos to start.,"Поговорите с медиком Астрального Дозора Миирной в Кровавобережном квартале Львиного Архива или в Прибытии Мантии в Бава Нисос, чтобы начать."
"Talk to Astral Ward Medic Miyrna in Lion's Arch or Bava Nisos and accept her request. <c=@flavor>""Good luck!""</c>","Поговорите с медиком Астрального Дозора Миирной в Львином Архиве или Бава Нисос и примите её просьбу. <c=@flavor>""Удачи!""</c>"
Talk to Aurene about Taimi.,Поговорите с Аурен о Тайми.
Talk to Baroness Jasmina.,Поговорите с баронессой Жасминой.
Talk to Blossoming Spring for a honey jar to collect honey.,"Поговорите с Цветущей Весной, чтобы получить банку для мёда."
Talk to Bogrudd.,Поговорите с Богруддом.
Talk to Born from Thunder at Forager's Hunt.,Поговорите с Рождённым из Грома на Охоте Собирателя.
Talk to Braham in the Edge of the Mists.,Поговорите с Брамом в Краю Туманов.
Talk to Branwen in the Echoing Hills region.,Поговорите с Бранвен в области Эхо-Хиллз.
Talk to Caithe after the meeting.,Поговорите с Кейт после встречи.
Talk to Chief Mognoll.,Поговорите с вождём Могноллом.
Talk to Cymbel at Cymbel's Rescue in the Fields of Ruin after completing any event involving her hounds.,Поговорите с Симбел в Спасении Симбел на Полях Разрушения после завершения любого события с участием её гончих.
Talk to Cymbel in Fields of Ruin after obtaining the Baby Book.,Поговорите с Симбел на Полях Разрушения после получения Книги малыша.
Talk to Cymbel in Fields of Ruin after obtaining the Tiger Den Map.,Поговорите с Симбелем в Полях Руин после получения карты Тигриного логова.
Talk to Cymbel in Fields of Ruin after scouting all of the locations.,Поговорите с Симбелем в Полях Руин после разведки всех локаций.
Talk to Cymbel in Fields of Ruin.,Поговорите с Симбелом в Полях Разрушения.
Talk to Dagda and Waiting Sorrow.,Поговорите с Дагдой и Ждущей скорби.
Talk to Dameer.,Поговорите с Дамиром.
Talk to Deputy Hamad.,Поговорите с заместителем Хамадом.
Talk to Dierdre in the Hidden Garden jumping puzzle upon its completion.,Поговорите с Диэрдрой в головоломке «Скрытый сад» после её завершения.
Talk to Diviner Asho.,Поговорите с прорицателем Ашо.
Talk to Drolgg.,Поговорите с Дролггом.
Talk to Echoes of Night in Harvest Den.,Поговори с Эхом Ночи в Урожаиной Пещере.
Talk to either Tradesman Maezz or Historian Tranton.,Поговорите с торговцем Маэцц или историком Тон.
Talk to Ellen Kiel in Lion's Arch.,Поговорите с Эллен Кил в Львиной Арке.
Talk to Erran about the coming prison break.,Поговорите с Эрраном о предстоящем побеге из тюрьмы.
Talk to Evon Gnashblade in Lion's Arch.,Поговорите с Эвоном Гнашблейдом в Львиной Арке.
Talk to Explorer Jeppa.,Поговорить с исследователем Джеппой.
Talk to Flowering Meadow at Harvest Den.,Поговорите с Цветущей Поляной в Урожайной Долине.
Talk to Gorrik in Dragonfall.,Поговорите с Горриком в Драконьем Падении.
Talk to Gorrik in Sun's Refuge.,Поговори с Горриком в Солнечном Убежище.
Talk to Halstein to begin the event.,"Поговорите с Хальстейном, чтобы начать событие."
Talk to Hiberus Mythseeker.,Поговорите с Хиберусом Искателем Мифов.
Talk to Honor's Claw.,Поговорите с Клыком Чести.
Talk to Hortensia in the Wizard's Tower Infirmary.,Поговорите с Хортензией в Инфирмерии Башни Волшебника.
Talk to Isgarren after the meeting.,Поговорите с Исгарреном после собрания.
Talk to Jorvik Jorundsson in Bava Nisos to give him his sensor back.,"Поговорите с Йорвиком Йорундссоном в Бава-Нисос, чтобы вернуть ему его сенсор."
Talk to Jorvik Jorundsson in Bava Nisos to give him the attuned crystal.,"Поговорите с Йорвиком Йорундссоном в Бава-Нисос, чтобы передать ему настроенный кристалл."
Talk to Jorvik Jorundsson in Bava Nisos to learn how you can help further their research.,"Поговорите с Йорвиком Йорундссоном в Бава-Нисос, чтобы узнать, как вы можете помочь в их исследованиях."
Talk to Jorvik Jorundsson in Bava Nisos to verify the crystal is appropriate for their purposes.,"Поговорите с Йорвиком Йорундссоном в Бава-Нисос, чтобы убедиться, что кристалл подходит для их целей."
Talk to Lead Explorer Baligh.,Поговорите с главным исследователем Балигом.
Talk to Lead Explorer Ife.,Поговорите с ведущим исследователем Ифе.
Talk to Ludo about the Inquest plot.,Поговорите с Людо о заговоре Инквизиции.
Talk to Malice after the meeting.,Поговорите с Мэлис после встречи.
Talk to Mamoru in Mori Village about obtaining a tengu-made bow.,"Поговорите с Мамору в деревне Мори о получении лука, сделанного тенгу."
Talk to Ocean Bloom and Blinding Sunrise about their missing friend.,Поговорите с Океанским Цветком и Ослепительным Восходом об их пропавшем друге.
Talk to Owain in Southsun Cove.,Поговорите с Оуэном в бухте Саутсан.
Talk to Paela at the Bloodstone Research Camp.,Поговорите с Паэлой в исследовательском лагере Кровавого Камня.
Talk to Poised Arrow after the meeting.,Поговорите с Натянутой Стрелой после встречи.
Talk to Priest Bashshar.,Поговорите с жрецом Башшаром.
Talk to Priory Explorer Elof.,Поговори с исследователем из Приората Элофом.
Talk to Priory Explorer Olaf.,Поговорить с исследователем Приората Олафом.
Talk to Priory Researcher Farrah at Forager's Hunt on Janthir Syntri.,Поговорите с исследовательницей Приората Фаррой на Охоте Собирателя в Джантир Синтри.
Talk to Professor Smoll for foolish curios.,Поговорите с профессором Смоллом о глупых диковинках.
Talk to Rainless Meadow in the Festering Basin.,Поговорите с Бездождным Лугом в Гниющем Бассейне.
Talk to Rota to receive your turtle.,"Поговорите с Ротой, чтобы получить вашу черепаху."
Talk to Salima.,Поговорите с Салимой.
Talk to Sareb in Southsun Cove to learn more.,"Поговорите с Саребом на Южном Побережье, чтобы узнать больше."
Talk to Sayida about the Inquest plot.,Поговорите с Саидой о заговоре Инквеста.
Talk to Serra Birdsong about Uzolan's Mechanical Orchestra in Divinity's Reach.,Поговорите с Серрой Птичьей Песней о механическом оркестре Узолана в Оплоте Божества.
Talk to Shaman Sigarr in Wayfarer Foothills.,Поговорите с шаманом Сигарром в Предгорьях Путника.
Talk to Sheriff Siriam in Lion's Arch.,Поговорите с шерифом Сириамом в Львином Архиве.
Talk to Skyscale Trainer Dyanne at the Beacon of Ages.,Поговорите с дрессировщицей скайскейлов Дайанн у Маяка Веков.
Talk to Skyscale Trainer Dyanne near the Beacon of Ages once you've finished this list.,"Поговорите с дрессировщицей скайскейлов Дайанн у Маяка Веков, когда закончите этот список."
Talk to Stalwart Heart at Moon Camp to learn how to interact with these wisps.,"Поговорите со Стойким Сердцем в Лунном Лагере, чтобы узнать, как взаимодействовать с этими огоньками."
Talk to Stoic Alder after the meeting.,Поговорите со Стоиком Ольхой после встречи.
Talk to Stoic Alder and Poised Arrow.,Поговорите со Стоиком Ольхой и Натянутой Стрелой.
Talk to Sun Warming to receive a grawl firestone.,"Поговорите с Солнечным Согревом, чтобы получить огненный камень граулей."
Talk to Suwash once he has been made a pirate captain in Lornar's Pass.,"Поговорите с Сувашем, когда он станет пиратским капитаном в Перевале Лорнара."
"Talk to the castaway ""captain"" in Pub Canach.",Поговорите с потерпевшим крушение «капитаном» в таверне Канаха.
Talk to the Combat Master,Поговорить с Мастером боя
Talk to the ghost of Anton in Snowblind Peaks in Gendarran Fields.,Поговорите с призраком Антона на Снежных вершинах в Гендарранских полях.
Talk to the ghost of Cicely Otterly in the Shaemoor farms of Queensdale when she appears at night.,"Поговорите с призраком Сесили Оттерли на фермах Шемур в Квинсдейле, когда она появляется ночью."
Talk to the Glory Master,Поговорить с Мастером славы
Talk to the guests to investigate the situation.,"Поговорите с гостями, чтобы расследовать ситуацию."
Talk to the kodan wildstalker.,Поговорите с кодановым диким следопытом.
Talk to the Obstacle Coordinator in your guild hall to spend this item.,"Поговорите с Координатором препятствий в вашем зале гильдии, чтобы потратить этот предмет."
Talk to the Portal Master,Поговорить с Мастером порталов
Talk to the priory arcanist by the stairs.,Поговорите с приоратским арканистом у лестницы.
Talk to the priory arcanist in the hallway entrance.,Поговорите с приоратским арканистом в коридоре.
Talk to the priory arcanist on the balcony.,Поговорите с приоратским арканистом на балконе.
Talk to the Sanctum Scout.,Поговорить с Разведчиком Святилища.
Talk to the Siege Master,Поговорить с Мастером осады
Talk to the Tournament Master,Поговорить с Мастером турнира
Talk to the Underwater Combat Master,Поговорить с Мастером подводного боя
Talk to the veteran.,Поговорите с ветераном.
Talk to Tholaun near Almuten Estates in Gendarran Fields and fulfill his request while carrying a tiger cub.,"Поговорите с Толауном у поместья Альмутен в Гендарранских Полях и выполните его просьбу, неся тигрёнка."
Talk to Tillee in Garenhoff about the enslaved elementals in Kessex Hills.,Поговорите с Тилли в Гаренхофе о порабощённых элементалях в Кессексских Холмах.
Talk to Unending Tribute at Maul Boneyards in Lowland Shore to learn how you can help.,"Поговорите с Бесконечной Данью на Костяных Кладбищах в Низинных Берегах, чтобы узнать, как вы можете помочь."
Talk to Waiting Sorrow after the meeting.,Поговорите с Ожидающей Скорбью после встречи.
Talk to Yhrinnage in the Burnt Hollow in Fireheart Rise about plant sculpting.,Поговорите с Ирринажем в Выжженной Лощине в Огненном Сердце о создании скульптур из растений.
Talk to Yumna.,Поговорите с Юмной.
Talk with friends about the situation.,Поговорите с друзьями о ситуации.
Talk with kodan cubs about the coolest toys. These four cubs love to chat around the local watering hole.,Поговорите с детенышами коданов о самых классных игрушках. Эти четверо детенышей обожают болтать у местного водопоя.
"Talking about the oath won't kill me. Just telling the secrets. Besides, he wouldn't shut up about it.","Разговор о клятве меня не убьёт. Просто рассказываю секреты. К тому же, он не мог заткнуться об этом."
"Tall Academic Arch[pl:""Arches""]",Высокий Академический Арк[ы|арки|арков]
Tall Candlestick[s],[Высокий подсвечник|Высокого подсвечника|Высоких подсвечников]
Tall Lattice[s],[Высокая решётка|Высокой решётки|Высоких решёток]
Tall Shield,Высокий щит
"Tall Ship Stairs[pl:""Stairs""]",[Большая лестница|Большие лестницы|Больших лестниц]
Tall Wall,Высокая стена
Tall Wide Wall,Высокая широкая стена
Tally Reckoner (Level 18),Счетчик Талли (18 уровень)
Talon[s],[Коготь|Когтя|Когтей]
Talus Steps,Ступени Талуса
Tame (Ranger Only),Приручить (только рейнджер)
Tame one of Mordremoth's most infamous offspring with this Mordrem Alpha jackal skin!,Приручите одного из самых печально известных отпрысков Мордремота с помощью этого шкурного облика Мордремового альфы!
Tame Rock Gazelle,Ручная каменная газель
Tame Sand Eel,Приручить песчаного угря
Tame Sand Shark,Ручная песчаная акула
Tame Spotted Hyena,Приручить пятнистую гиену
Tameable by Rangers when broken,Может быть приручен рейнджером при нарушении
Tamed %num1%/%num2% Different Animal Species,Приручено %num1%/%num2% разных видов животных
Tamed a Gazelle,Приручил газель
Tamed a Hyena,Приручил гиену
Tamed a Sand Eel,Приручил песчаного угря
Tamed a Sand Shark,Приручил песчаную акулу
Taming Elusive Beasts,Приручение неуловимых зверей
Tamini Archer[s],[Лучник Тамини|Лучники Тамини|Лучников Тамини]
Tamini Death Marker,Метка смерти Тамини
Tamini Stakes,Ставки Тамини
Tamini Warrior[s],[Воин Тамини|Воины Тамини|Воинов Тамини]
Tamor Woodreave,Тамор Вудрив
Tamor Woodreave appreciates your help.,Тамор Вудрив ценит вашу помощь.
Tamper with a caltrops mine.,Взломать мину-капкан.
Tamper with a land mine.,Взломать противопехотную мину.
Tamper with a poison gas mine.,Взломать мину с отравляющим газом.
"Tanasen was the husband of Xiko and a powerful ritualist. Before he lost his life during the Jade Wind, he was known for teaching the ritualist arts to young acolytes.This plaque was placed by the Ministry of Archives to improve education efforts following the collapse of the Ministry of Purity.","Танасэн был мужем Сико и могущественным ритуалистом. Прежде чем он погиб во время Нефритового Ветра, он прославился тем, что обучал искусству ритуалиста юных адептов. Эта табличка установлена Архивным министерством для улучшения образовательных усилий после краха Министерства Чистоты."
Tang Dye[s],[Краска «Танг»|Краски «Танг»|Красок «Танг»]
Tangerine Dye[s],[Краска «Мандарин»|Краски «Мандарин»|Красок «Мандарин»]
Tangled Darkness,Спутанная тьма
Tangled Depths Bonus,Бонус «Запутанные глубины»
Tangled Depths Reward Track,Трек награды «Запутанные глубины»
Tangled Depths: Commander's Choice Chest[s],Сундук командира из запутанных глубин[|а|ов]
Tangled Depths: Rata Novus Lane,"Тропа Рата Новус, Запутанные глубины"
Tangled Depths: SCAR Lane,"Тропа ОПК, Запутанные глубины"
Tangled Depths<br>(Flooded Tunnels),Запутанные глубины<br>(Затопленные тоннели)
Tangled Depths<br>(Hive Tunnels),Запутанные глубины<br>(Ульевые тоннели)
Tangled Depths<br>(Jungle Floor),Запутанные глубины<br>(Полог джунглей)
Tangled Depths<br>(Undergrowth),Спутанные глубины<br>(Подлесок)
Tangled Net[s],[Спутанная сеть|Спутанной сети|Спутанных сетей]
Tanglewood Backpack and Glider Combo,Комбо-набор рюкзака и планера «Тэнглвуд»
Tanglewood Copse,Роща Тэнглвуд
Tanglewood Wings Backpack and Glider Combo[s],[Комплект «Крылья Тангелвуда»: спина и планер|Комплекта «Крылья Тангелвуда»: спина и планер|Комплектов «Крылья Тангелвуда»: спина и планер]
Tanglewood Wings Backpack[s],[Накидка «Крылья Тангелвуда»|Накидки «Крылья Тангелвуда»|Накидок «Крылья Тангелвуда»]
Tanglewood Wings Glider[s],[Планер «Крылья Тангелвуда»|Планера «Крылья Тангелвуда»|Планеров «Крылья Тангелвуда»]
Tank Controller,Контроллер танка
Tank is too damaged to enter.,"Танк слишком поврежден, чтобы войти."
Tank Torch,Танковый факел
Tap Don't Care Hold,"Нажми, не заботься, держи"
Tap into the power of Mordemoth to kill your target.,"Воспользуйтесь силой Мордемота, чтобы убить вашу цель."
Tap into your inner beauty with makeover kits!,Воспользуйтесь своей внутренней красотой с помощью наборов для преображения!
Tap into your processing unit to gain alacrity.,"Подключитесь к своему процессорному блоку, чтобы получить проворство."
"Tapestry[pl:""Tapestries""] of Sacrifice",Гобелен[а|ы|ов] Жертвоприношения
Tapped Out,Истощён
